indicator,label,year,value
SL.UEM.TOTL.ZS,Chômage total (%),2004,9.77
SL.UEM.TOTL.ZS,Chômage total (%),2003,9.911
SL.UEM.TOTL.ZS,Chômage total (%),2002,10.201
SL.UEM.TOTL.ZS,Chômage total (%),2001,10.132
SL.UEM.TOTL.ZS,Chômage total (%),2000,10.03
SL.UEM.1524.ZS,Chômage jeunes (%),2025,22.921
SL.UEM.1524.ZS,Chômage jeunes (%),2024,23.038
SL.UEM.1524.ZS,Chômage jeunes (%),2023,23.24
SL.UEM.1524.ZS,Chômage jeunes (%),2022,23.509
SL.UEM.1524.ZS,Chômage jeunes (%),2021,24.854
SL.UEM.1524.ZS,Chômage jeunes (%),2020,25.518
SL.UEM.1524.ZS,Chômage jeunes (%),2019,23.371
SL.UEM.1524.ZS,Chômage jeunes (%),2018,22.196
SL.UEM.1524.ZS,Chômage jeunes (%),2017,20.967
SL.UEM.1524.ZS,Chômage jeunes (%),2016,19.825
SL.UEM.1524.ZS,Chômage jeunes (%),2015,18.503
SL.UEM.1524.ZS,Chômage jeunes (%),2014,17.358
SL.UEM.1524.ZS,Chômage jeunes (%),2013,16.199
SL.UEM.1524.ZS,Chômage jeunes (%),2012,15.087
SL.UEM.1524.ZS,Chômage jeunes (%),2011,15.22
SL.UEM.1524.ZS,Chômage jeunes (%),2010,15.351
SL.UEM.1524.ZS,Chômage jeunes (%),2009,15.477
SL.UEM.1524.ZS,Chômage jeunes (%),2008,14.854
SL.UEM.1524.ZS,Chômage jeunes (%),2007,14.563
SL.UEM.1524.ZS,Chômage jeunes (%),2006,14.368
SL.UEM.1524.ZS,Chômage jeunes (%),2005,14.721
SL.UEM.1524.ZS,Chômage jeunes (%),2004,14.952
SL.UEM.1524.ZS,Chômage jeunes (%),2003,15.134
SL.UEM.1524.ZS,Chômage jeunes (%),2002,15.49
SL.UEM.1524.ZS,Chômage jeunes (%),2001,15.419
SL.UEM.1524.ZS,Chômage jeunes (%),2000,15.297
NY.GDP.PCAP.CD,PIB/habitant (US$),2025,2197.51046251309
NY.GDP.PCAP.CD,PIB/habitant (US$),2024,2104.54260769051
NY.GDP.PCAP.CD,PIB/habitant (US$),2023,2127.9576285973
NY.GDP.PCAP.CD,PIB/habitant (US$),2022,1961.28166648869
NY.GDP.PCAP.CD,PIB/habitant (US$),2021,1947.47413907209
NY.GDP.PCAP.CD,PIB/habitant (US$),2020,1795.72437324423
NY.GDP.PCAP.CD,PIB/habitant (US$),2019,1767.072710621
NY.GDP.PCAP.CD,PIB/habitant (US$),2018,1723.37809442655
NY.GDP.PCAP.CD,PIB/habitant (US$),2017,1617.93401542267
NY.GDP.PCAP.CD,PIB/habitant (US$),2016,1568.00551190332
NY.GDP.PCAP.CD,PIB/habitant (US$),2015,1558.84205473416
NY.GDP.PCAP.CD,PIB/habitant (US$),2014,1718.97089374709
NY.GDP.PCAP.CD,PIB/habitant (US$),2013,1936.26950446101
NY.GDP.PCAP.CD,PIB/habitant (US$),2012,1859.11733247641
NY.GDP.PCAP.CD,PIB/habitant (US$),2011,1931.19975525465
NY.GDP.PCAP.CD,PIB/habitant (US$),2010,1659.96369705455
NY.GDP.PCAP.CD,PIB/habitant (US$),2009,1435.43010811893
NY.GDP.PCAP.CD,PIB/habitant (US$),2008,1635.5630623124
NY.GDP.PCAP.CD,PIB/habitant (US$),2007,1405.15016203368
NY.GDP.PCAP.CD,PIB/habitant (US$),2006,1300.60367988659
NY.GDP.PCAP.CD,PIB/habitant (US$),2005,998.96583416747
NY.GDP.PCAP.CD,PIB/habitant (US$),2004,823.554457141893
NY.GDP.PCAP.CD,PIB/habitant (US$),2003,732.017820812675
NY.GDP.PCAP.CD,PIB/habitant (US$),2002,648.879643934862
NY.GDP.PCAP.CD,PIB/habitant (US$),2001,651.817840199777
NY.GDP.PCAP.CD,PIB/habitant (US$),2000,680.911061879778
